survey,set_number,fishing_event_id,species_code,species_desc,catch_count,survey_series_id,survey_id,survey_series_desc,survey_desc,survey_abbrev,fe_major_level_id,trip_id,block_designation,grouping_code,start_depth_m,end_depth_m,mean_bottom_depth_m,start_deploy_time,end_deploy_time,start_latitude,start_longitude,end_latitude,end_longitude,skate_count,num_hooks,num_empty_hooks,num_bait_only_hooks
Dogfish Longline,35,152724,44,North Pacific Spiny Dogfish ,206,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,35,121,1,591,192,189,191,15:11.0,26:21.0,48.958,-123.4008,48.950083,-123.388166,1,301,94,1
Dogfish Longline,36,153649,44,North Pacific Spiny Dogfish ,131,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,36,121,2,595,56,82,67,26:58.0,38:25.0,48.9988,-123.542833,48.991066,-123.531233,1,297,45,119
Dogfish Longline,36,153649,222,Pacific Cod,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,36,121,2,595,56,82,67,26:58.0,38:25.0,48.9988,-123.542833,48.991066,-123.531233,1,297,45,119
Dogfish Longline,36,153649,607,Petrale Sole,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,36,121,2,595,56,82,67,26:58.0,38:25.0,48.9988,-123.542833,48.991066,-123.531233,1,297,45,119
Dogfish Longline,37,153651,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,37,121,2,597,186,190,188,31:03.0,42:10.0,49.022583,-123.532366,49.014366,-123.5182,1,297,75,0
Dogfish Longline,37,153651,44,North Pacific Spiny Dogfish ,221,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,37,121,2,597,186,190,188,31:03.0,42:10.0,49.022583,-123.532366,49.014366,-123.5182,1,297,75,0
Dogfish Longline,38,154575,44,North Pacific Spiny Dogfish ,34,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,38,121,3,596,125,133,131,04:03.0,15:05.0,49.061683,-123.598416,49.051633,-123.589416,1,299,64,195
Dogfish Longline,38,154575,66,Spotted Ratfish,6,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,38,121,3,596,125,133,131,04:03.0,15:05.0,49.061683,-123.598416,49.051633,-123.589416,1,299,64,195
Dogfish Longline,39,155195,59,Longnose Skate,1,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,39,121,3,598,230,222,225,05:10.0,15:51.0,49.07665,-123.569316,49.08235,-123.5812,1,300,87,1
Dogfish Longline,39,155195,44,North Pacific Spiny Dogfish ,211,76,542,Strait of Georgia Dogfish Longline,2019 Strait of Georgia Longline Dogfish Survey,SOG Dogfish Longline,39,121,3,598,230,222,225,05:10.0,15:51.0,49.07665,-123.569316,49.08235,-123.5812,1,300,87,1
HBLL Inside,1,4287,44,North Pacific Spiny Dogfish ,127,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,1,119,1421,286,78,112,88,17:02.0,28:06.0,50.0365,-124.870216,50.043866,-124.87865,1,225,61,28
HBLL Inside,1,4287,424,Quillback Rockfish,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,1,119,1421,286,78,112,88,17:02.0,28:06.0,50.0365,-124.870216,50.043866,-124.87865,1,225,61,28
HBLL Inside,1,4287,442,Yelloweye Rockfish,6,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,1,119,1421,286,78,112,88,17:02.0,28:06.0,50.0365,-124.870216,50.043866,-124.87865,1,225,61,28
HBLL Inside,1,4287,418,Yellowtail Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,1,119,1421,286,78,112,88,17:02.0,28:06.0,50.0365,-124.870216,50.043866,-124.87865,1,225,61,28
HBLL Inside,2,4530,4,Inanimate Object(S),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,2,119,1012,282,95,101,93,02:14.0,13:38.0,50.301816,-125.040933,50.30445,-125.028283,1,223,56,0
HBLL Inside,2,4530,467,Lingcod,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,2,119,1012,282,95,101,93,02:14.0,13:38.0,50.301816,-125.040933,50.30445,-125.028283,1,223,56,0
HBLL Inside,2,4530,44,North Pacific Spiny Dogfish ,160,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,2,119,1012,282,95,101,93,02:14.0,13:38.0,50.301816,-125.040933,50.30445,-125.028283,1,223,56,0
HBLL Inside,2,4530,424,Quillback Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,2,119,1012,282,95,101,93,02:14.0,13:38.0,50.301816,-125.040933,50.30445,-125.028283,1,223,56,0
HBLL Inside,2,4530,442,Yelloweye Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,2,119,1012,282,95,101,93,02:14.0,13:38.0,50.301816,-125.040933,50.30445,-125.028283,1,223,56,0
HBLL Inside,3,4532,44,North Pacific Spiny Dogfish ,49,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,3,119,1289,281,108,91,73,14:42.0,25:09.0,50.53005,-124.940433,50.539533,-124.939066,1,225,30,125
HBLL Inside,3,4532,424,Quillback Rockfish,6,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,3,119,1289,281,108,91,73,14:42.0,25:09.0,50.53005,-124.940433,50.539533,-124.939066,1,225,30,125
HBLL Inside,3,4532,442,Yelloweye Rockfish,15,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,3,119,1289,281,108,91,73,14:42.0,25:09.0,50.53005,-124.940433,50.539533,-124.939066,1,225,30,125
HBLL Inside,4,5933,467,Lingcod,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,4,119,978,281,58,94,71,06:47.0,17:54.0,50.408783,-125.11395,50.398983,-125.10835,1,222,9,191
HBLL Inside,4,5933,44,North Pacific Spiny Dogfish ,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,4,119,978,281,58,94,71,06:47.0,17:54.0,50.408783,-125.11395,50.398983,-125.10835,1,222,9,191
HBLL Inside,4,5933,424,Quillback Rockfish,11,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,4,119,978,281,58,94,71,06:47.0,17:54.0,50.408783,-125.11395,50.398983,-125.10835,1,222,9,191
HBLL Inside,4,5933,2A0,Sponges (Phylum),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,4,119,978,281,58,94,71,06:47.0,17:54.0,50.408783,-125.11395,50.398983,-125.10835,1,222,9,191
HBLL Inside,4,5933,442,Yelloweye Rockfish,5,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,4,119,978,281,58,94,71,06:47.0,17:54.0,50.408783,-125.11395,50.398983,-125.10835,1,222,9,191
HBLL Inside,5,6647,467,Lingcod,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,5,119,991,282,98,53,91,50:13.0,00:11.0,50.37135,-125.056416,50.3817,-125.058166,1,219,9,199
HBLL Inside,5,6647,424,Quillback Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,5,119,991,282,98,53,91,50:13.0,00:11.0,50.37135,-125.056416,50.3817,-125.058166,1,219,9,199
HBLL Inside,5,6647,2A0,Sponges (Phylum),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,5,119,991,282,98,53,91,50:13.0,00:11.0,50.37135,-125.056416,50.3817,-125.058166,1,219,9,199
HBLL Inside,5,6647,442,Yelloweye Rockfish,7,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,5,119,991,282,98,53,91,50:13.0,00:11.0,50.37135,-125.056416,50.3817,-125.058166,1,219,9,199
HBLL Inside,6,6649,44,North Pacific Spiny Dogfish ,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,6,119,980,281,81,66,86,01:52.0,11:01.0,50.3899,-125.054933,50.399333,-125.0584,1,225,13,186
HBLL Inside,6,6649,424,Quillback Rockfish,3,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,6,119,980,281,81,66,86,01:52.0,11:01.0,50.3899,-125.054933,50.399333,-125.0584,1,225,13,186
HBLL Inside,6,6649,2A0,Sponges (Phylum),2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,6,119,980,281,81,66,86,01:52.0,11:01.0,50.3899,-125.054933,50.399333,-125.0584,1,225,13,186
HBLL Inside,6,6649,66,Spotted Ratfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,6,119,980,281,81,66,86,01:52.0,11:01.0,50.3899,-125.054933,50.399333,-125.0584,1,225,13,186
HBLL Inside,6,6649,442,Yelloweye Rockfish,19,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,6,119,980,281,81,66,86,01:52.0,11:01.0,50.3899,-125.054933,50.399333,-125.0584,1,225,13,186
HBLL Inside,7,8791,44,North Pacific Spiny Dogfish ,161,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,7,119,1027,282,77,65,87,51:21.0,00:33.0,50.187566,-124.981216,50.179833,-124.9873,1,225,44,4
HBLL Inside,7,8791,442,Yelloweye Rockfish,16,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,7,119,1027,282,77,65,87,51:21.0,00:33.0,50.187566,-124.981216,50.179833,-124.9873,1,225,44,4
HBLL Inside,8,9271,59,Longnose Skate,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,8,119,1244,281,78,71,78,02:31.0,12:09.0,50.201133,-124.982833,50.192416,-124.979666,1,222,40,2
HBLL Inside,8,9271,44,North Pacific Spiny Dogfish ,150,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,8,119,1244,281,78,71,78,02:31.0,12:09.0,50.201133,-124.982833,50.192416,-124.979666,1,222,40,2
HBLL Inside,8,9271,424,Quillback Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,8,119,1244,281,78,71,78,02:31.0,12:09.0,50.201133,-124.982833,50.192416,-124.979666,1,222,40,2
HBLL Inside,8,9271,442,Yelloweye Rockfish,25,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,8,119,1244,281,78,71,78,02:31.0,12:09.0,50.201133,-124.982833,50.192416,-124.979666,1,222,40,2
HBLL Inside,9,10696,44,North Pacific Spiny Dogfish ,36,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,9,119,1231,286,81,79,87,35:31.0,45:05.0,50.224383,-124.963433,50.231633,-124.968883,1,225,12,151
HBLL Inside,9,10696,424,Quillback Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,9,119,1231,286,81,79,87,35:31.0,45:05.0,50.224383,-124.963433,50.231633,-124.968883,1,225,12,151
HBLL Inside,9,10696,442,Yelloweye Rockfish,25,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,9,119,1231,286,81,79,87,35:31.0,45:05.0,50.224383,-124.963433,50.231633,-124.968883,1,225,12,151
HBLL Inside,10,10698,44,North Pacific Spiny Dogfish ,107,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,10,119,1345,NULL,51,56,57,46:56.0,56:42.0,50.197066,-124.93615,50.206616,-124.947266,1,222,34,69
HBLL Inside,10,10698,424,Quillback Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,10,119,1345,NULL,51,56,57,46:56.0,56:42.0,50.197066,-124.93615,50.206616,-124.947266,1,222,34,69
HBLL Inside,10,10698,621,Southern Rock Sole,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,10,119,1345,NULL,51,56,57,46:56.0,56:42.0,50.197066,-124.93615,50.206616,-124.947266,1,222,34,69
HBLL Inside,10,10698,2A0,Sponges (Phylum),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,10,119,1345,NULL,51,56,57,46:56.0,56:42.0,50.197066,-124.93615,50.206616,-124.947266,1,222,34,69
HBLL Inside,10,10698,442,Yelloweye Rockfish,9,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,10,119,1345,NULL,51,56,57,46:56.0,56:42.0,50.197066,-124.93615,50.206616,-124.947266,1,222,34,69
HBLL Inside,11,12600,467,Lingcod,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,11,119,1305,286,81,62,81,02:26.0,11:33.0,50.319016,-124.7859,50.31495,-124.79215,1,224,21,62
HBLL Inside,11,12600,44,North Pacific Spiny Dogfish ,134,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,11,119,1305,286,81,62,81,02:26.0,11:33.0,50.319016,-124.7859,50.31495,-124.79215,1,224,21,62
HBLL Inside,11,12600,424,Quillback Rockfish,5,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,11,119,1305,286,81,62,81,02:26.0,11:33.0,50.319016,-124.7859,50.31495,-124.79215,1,224,21,62
HBLL Inside,11,12600,2A0,Sponges (Phylum),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,11,119,1305,286,81,62,81,02:26.0,11:33.0,50.319016,-124.7859,50.31495,-124.79215,1,224,21,62
HBLL Inside,12,14035,44,North Pacific Spiny Dogfish ,196,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,12,119,1173,286,77,73,76,14:36.0,24:21.0,50.320383,-124.717083,50.31985,-124.731616,1,226,32,0
HBLL Inside,13,17373,467,Lingcod,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,13,119,1344,286,78,87,81,07:43.0,16:34.0,50.198566,-124.74555,50.207683,-124.745216,1,221,3,198
HBLL Inside,13,17373,44,North Pacific Spiny Dogfish ,3,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,13,119,1344,286,78,87,81,07:43.0,16:34.0,50.198566,-124.74555,50.207683,-124.745216,1,221,3,198
HBLL Inside,13,17373,424,Quillback Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,13,119,1344,286,78,87,81,07:43.0,16:34.0,50.198566,-124.74555,50.207683,-124.745216,1,221,3,198
HBLL Inside,13,17373,2A0,Sponges (Phylum),7,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,13,119,1344,286,78,87,81,07:43.0,16:34.0,50.198566,-124.74555,50.207683,-124.745216,1,221,3,198
HBLL Inside,13,17373,442,Yelloweye Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,13,119,1344,286,78,87,81,07:43.0,16:34.0,50.198566,-124.74555,50.207683,-124.745216,1,221,3,198
HBLL Inside,14,18086,4XF,Fish-Eating Star,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,14,18086,467,Lingcod,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,14,18086,44,North Pacific Spiny Dogfish ,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,14,18086,424,Quillback Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,14,18086,2A0,Sponges (Phylum),3,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,14,18086,442,Yelloweye Rockfish,12,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,14,119,1029,286,86,75,80,30:59.0,40:01.0,50.167366,-124.72825,50.175683,-124.72465,1,225,3,196
HBLL Inside,15,19523,437,Canary Rockfish,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,4XF,Fish-Eating Star,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,467,Lingcod,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,59,Longnose Skate,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,44,North Pacific Spiny Dogfish ,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,424,Quillback Rockfish,7,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,3O5,Tube-Dwelling Anemones (Order),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,15,19523,442,Yelloweye Rockfish,23,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,15,119,1246,NULL,66,71,83,48:06.0,56:52.0,50.194833,-124.65755,50.1878,-124.665033,1,225,14,170
HBLL Inside,16,20480,44,North Pacific Spiny Dogfish ,21,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,16,119,1411,285,77,73,75,57:40.0,05:51.0,50.03575,-124.723616,50.041916,-124.716116,1,224,19,181
HBLL Inside,16,20480,424,Quillback Rockfish,3,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,16,119,1411,285,77,73,75,57:40.0,05:51.0,50.03575,-124.723616,50.041916,-124.716116,1,224,19,181
HBLL Inside,17,20718,44,North Pacific Spiny Dogfish ,34,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,17,119,1438,285,54,59,57,35:33.0,44:03.0,49.998933,-124.707733,50.0075,-124.7066,1,223,32,156
HBLL Inside,17,20718,518,Pacific Staghorn Sculpin,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,17,119,1438,285,54,59,57,35:33.0,44:03.0,49.998933,-124.707733,50.0075,-124.7066,1,223,32,156
HBLL Inside,18,21442,44,North Pacific Spiny Dogfish ,12,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,18,119,1411,285,51,66,58,55:46.0,04:08.0,50.043016,-124.7118,50.051283,-124.712316,1,223,10,201
HBLL Inside,19,22888,414,Greenstriped Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,19,22888,467,Lingcod,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,19,22888,44,North Pacific Spiny Dogfish ,92,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,19,22888,424,Quillback Rockfish,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,19,22888,2A0,Sponges (Phylum),2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,19,22888,442,Yelloweye Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,19,119,1050,281,94,84,78,37:07.0,46:09.0,50.1385,-125.116566,50.131216,-125.121916,1,221,35,84
HBLL Inside,20,24800,467,Lingcod,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,20,119,1206,281,45,52,48,20:06.0,28:36.0,50.28035,-125.4261,50.275883,-125.413916,1,225,33,53
HBLL Inside,20,24800,44,North Pacific Spiny Dogfish ,136,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,20,119,1206,281,45,52,48,20:06.0,28:36.0,50.28035,-125.4261,50.275883,-125.413916,1,225,33,53
HBLL Inside,20,24800,67B,Scallop (Family),2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,20,119,1206,281,45,52,48,20:06.0,28:36.0,50.28035,-125.4261,50.275883,-125.413916,1,225,33,53
HBLL Inside,21,25980,467,Lingcod,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,21,119,1159,282,80,84,80,26:22.0,35:19.0,50.330966,-125.477883,50.332283,-125.4619,1,218,14,188
HBLL Inside,21,25980,44,North Pacific Spiny Dogfish ,7,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,21,119,1159,282,80,84,80,26:22.0,35:19.0,50.330966,-125.477883,50.332283,-125.4619,1,218,14,188
HBLL Inside,21,25980,424,Quillback Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,21,119,1159,282,80,84,80,26:22.0,35:19.0,50.330966,-125.477883,50.332283,-125.4619,1,218,14,188
HBLL Inside,21,25980,2A0,Sponges (Phylum),1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,21,119,1159,282,80,84,80,26:22.0,35:19.0,50.330966,-125.477883,50.332283,-125.4619,1,218,14,188
HBLL Inside,22,26216,467,Lingcod,3,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,22,119,1178,281,59,86,78,32:17.0,42:23.0,50.326516,-125.406783,50.314916,-125.406866,1,220,31,1
HBLL Inside,22,26216,44,North Pacific Spiny Dogfish ,181,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,22,119,1178,281,59,86,78,32:17.0,42:23.0,50.326516,-125.406783,50.314916,-125.406866,1,220,31,1
HBLL Inside,22,26216,424,Quillback Rockfish,4,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,22,119,1178,281,59,86,78,32:17.0,42:23.0,50.326516,-125.406783,50.314916,-125.406866,1,220,31,1
HBLL Inside,22,26216,66,Spotted Ratfish,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,22,119,1178,281,59,86,78,32:17.0,42:23.0,50.326516,-125.406783,50.314916,-125.406866,1,220,31,1
HBLL Inside,23,28112,407,Copper Rockfish,2,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,23,119,949,281,41,61,53,12:27.0,21:13.0,50.496383,-125.261033,50.48805,-125.26805,1,223,38,133
HBLL Inside,23,28112,44,North Pacific Spiny Dogfish ,49,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,23,119,949,281,41,61,53,12:27.0,21:13.0,50.496383,-125.261033,50.48805,-125.26805,1,223,38,133
HBLL Inside,23,28112,614,Pacific Halibut,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,23,119,949,281,41,61,53,12:27.0,21:13.0,50.496383,-125.261033,50.48805,-125.26805,1,223,38,133
HBLL Inside,24,28345,59,Longnose Skate,1,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,24,119,876,282,65,101,93,40:52.0,49:23.0,50.4579,-125.274383,50.4638,-125.2661,1,224,33,62
HBLL Inside,24,28345,44,North Pacific Spiny Dogfish ,101,39,541,Hard Bottom Longline Inside North,2019 Inside Hard Bottom Longline Survey (North),HBLL Inside North,24,119,876,282,65,101,93,40:52.0,49:23.0,50.4579,-125.274383,50.4638,-125.2661,1,224,33,62
